,descrip,price,envio,ciudad,otro1,otro2,benef,disponibles,stock,official,ventas,infoVentas,atencion,entrega,ventas,nopiniones,calificacion,vendedor,ubicacion,reviews,marca,modelo,descripcionExt
22,Botas Glenn Para Hombre En Cuero Café - Outletshop -,145.000,Envío gratis a nivel nacional,Conoce los tiempos y las formas de envío,talla:,"talla:
Seleccione una opción
Guía de tallas
Al 74% le calzó como esperaba","Compra Protegida, recibe el producto que esperabas o te devolvemos tu dinero.",(30 disponibles),Hay stock disponible,,"353
ventas en los últimos 4 meses.","353
ventas en los últimos 4 meses.",,"353
ventas en los últimos 4 meses.","353
ventas en los últimos 4 meses.",23 opiniones,4,¿Qué quieres saber?,"Puente Aranda, Bogotá D.C.",74%,"Marca
Outlet Shop
Modelo
Glenn",Género Hombre,"Botines 100% cuero graso color café y suela de goma, fabricados en Colombia. Nuestros productos están fabricados para uso cotidiano con alta calidad y a un precio asequible para toda la comunidad. Buscamos impactar a nuestros clientes, guiados por la calidad y comodidad de nuestros productos para generar una relación constante, de largo plazo y en los mejores términos. Trabajamos en equipo y estamos seguros que por cada impacto en nuestros clientes, crearemos una relación sincera y difícil de romper.

Tabla de medidas*:

23 cm -> 37
24 cm -> 38
25 cm -> 39
26 cm -> 40
27 cm -> 41
28 cm -> 42
29 cm -> 43

*Medidas tomadas desde el talón hasta el dedo gordo, sin zapatos."
23,Botas Glenn Para Hombre En Cuero Café - Outletshop -,145.000,Envío gratis a nivel nacional,Conoce los tiempos y las formas de envío,talla:,"talla:
Seleccione una opción
Guía de tallas
Al 74% le calzó como esperaba","Compra Protegida, recibe el producto que esperabas o te devolvemos tu dinero.",(30 disponibles),Hay stock disponible,,"353
ventas en los últimos 4 meses.","353
ventas en los últimos 4 meses.",,"353
ventas en los últimos 4 meses.","353
ventas en los últimos 4 meses.",23 opiniones,4,¿Qué quieres saber?,"Puente Aranda, Bogotá D.C.",74%,"Marca
Outlet Shop
Modelo
Glenn",Género Hombre,"Botines 100% cuero graso color café y suela de goma, fabricados en Colombia. Nuestros productos están fabricados para uso cotidiano con alta calidad y a un precio asequible para toda la comunidad. Buscamos impactar a nuestros clientes, guiados por la calidad y comodidad de nuestros productos para generar una relación constante, de largo plazo y en los mejores términos. Trabajamos en equipo y estamos seguros que por cada impacto en nuestros clientes, crearemos una relación sincera y difícil de romper.

Tabla de medidas*:

23 cm -> 37
24 cm -> 38
25 cm -> 39
26 cm -> 40
27 cm -> 41
28 cm -> 42
29 cm -> 43

*Medidas tomadas desde el talón hasta el dedo gordo, sin zapatos."
24,"Botines Para Dama Taches, Puntera En Cuero",93.600,Envío gratis a nivel nacional,Conoce los tiempos y las formas de envío,talla:,"talla:
Seleccione una opción
Guía de tallas
Al 100% le calzó como esperaba","Compra Protegida, recibe el producto que esperabas o te devolvemos tu dinero.",(15 disponibles),Hay stock disponible,,"124
ventas en los últimos 4 meses.","124
ventas en los últimos 4 meses.",,"124
ventas en los últimos 4 meses.","124
ventas en los últimos 4 meses.",3 opiniones,5,¿Qué quieres saber?,"Ciudad Bolivar, Bogotá D.C.",100%,"Marca
Jhonalje
Modelo
527","Género Mujer
Tipo de calzado Botas
Tipo de caña Baja
Temporada de lanzamiento Primavera-verano","- Botines con puntera en cuero con apliques de taches.
- Altura 5 1/2 también disponibilidad en 7 1/2
- Tallas desde la 34 hasta la 40
- Garantía de 60 días por fabrica
- Suela en caucho de alta resistencia
- realiza las preguntas que quieras, con gusto las respondemos! Somos Fabricantes!!

IMPORTANTE:
1. -ANTES DE REALIZAR LA COMPRA ACLARAR TODAS LAS DUDAS EN CUANTO A TALLAS,COLORES,MATERIALES, ETC,
2. - PARA CONOCER A CERCA DE LAS TALLAS TENEMOS UNA GUÍA DE TALLAS EN LA CUAL SE PUEDEN REFERENCIAR PARA REALIZAR SU PEDIDO.
3. - SI SE NECESITA REALIZAR UN CAMBIO POR NÚMERO SE DEBE INFORMAR EL MISMO DÍA EN EL CUAL SE RECIBE EL PRODUCTO, SE DEBE TENER EN CUENTA QUE EL COMPRADOR ASUMIRÁ LOS COSTOS LOGÍSTICOS QUE SE GENEREN POR EL CAMBIO.

- ESTAREMOS ATENTOS A CUALQUIER DUDA O SOLICITUD, GRACIAS POR SU
COMPRESIÓN."
25,Botas Para Hombre Jo Chelsea Miel En Cuero - Outletshop,145.000,Envío gratis a nivel nacional,Conoce los tiempos y las formas de envío,talla:,"talla:
37
38
40
41
42
Guía de tallas
Al 100% le calzó como esperaba","Compra Protegida, recibe el producto que esperabas o te devolvemos tu dinero.",(8 disponibles),Hay stock disponible,,"353
ventas en los últimos 4 meses.","353
ventas en los últimos 4 meses.",,"353
ventas en los últimos 4 meses.","353
ventas en los últimos 4 meses.",7 opiniones,5,¿Qué quieres saber?,"Puente Aranda, Bogotá D.C.",100%,"Marca
Outlet Shop
Modelo
Jo Chelsea miel",Género Hombre,"Botines 100% cuero liso color miel y suela de goma, hechos en Colombia. Nuestros productos nacen de la meta relacionada con la fabricación productos de uso cotidiano con calidad alta y a un precio asequible para toda la comunidad. Buscamos impactar a nuestros clientes, guiados por la calidad y comodidad de nuestros productos para generar una relación constante, de largo plazo y en los mejores términos. Trabajamos en equipo y estamos seguros que por cada impacto en nuestros clientes, crearemos una relación sincera y difícil de romper.

Tabla de medidas*:

23 cm -> 37
24 cm -> 38
25 cm -> 39
26 cm -> 40
27 cm -> 41
28 cm -> 42
29 cm -> 43

*Medidas tomadas desde el talón hasta el dedo gordo, sin zapatos."
26,Botas Dr Martens.,120.000,Envío gratis a nivel nacional,Conoce los tiempos y las formas de envío,talla:,"talla:
Seleccione una opción
Al 100% le calzó como esperaba","Compra Protegida, recibe el producto que esperabas o te devolvemos tu dinero.",(24 disponibles),Hay stock disponible,,"149
ventas en los últimos 5 años.","149
ventas en los últimos 5 años.",,"149
ventas en los últimos 5 años.","149
ventas en los últimos 5 años.",9 opiniones,4,¿Qué quieres saber?,"Kennedy, Bogotá D.C.",100%,"Marca
Legends",Género Hombre,"Botas estilo dr martens, marca Legend's, producto nacional, 100% cuero.

POR FAVOR CONSULTE LA TALLA Y COLOR QUE DESEA ANTES DE DAR CLIC EN COMPRAR *

BOTAS MUY CÓMODAS Y RESISTENTES.

SOMOS FABRICANTES, BOTAS NACIONALES 100% CALIDAD Y ORIGINALIDAD


POR FAVOR CONSULTA PRIMERO EN LA SECCIÓN DE PREGUNTAS LA TALLA Y EL COLOR QUE DESEAS PARA CONFIRMARTE DISPONIBILIDAD

FORMAS DE PAGO Y ENVÍO:

EL ENVÍO ES GRATIS POR MERCADO ENVÍOS SERVIENTREGA, Y PUEDES PAGAR A TRAVÉS DE MERCADO PAGO YA SEA CON LA OPCIÓN DE EFECTY (EN EFECTIVO), TARJETA DE CRÉDITO (A CUOTAS), TARJETA DE DÉBITO (PSE).

TE OFRECEMOS PRODUCTOS DE CALIDAD.

POR FAVOR PREGUNTA LA TALLA QUE DESEAS ANTES DE HACER CLIC EN COMPRAR, Y LO QUE DESEES PARA ACLARAR TUS DUDAS"
27,Bota Seguridad Liviana Pu Dielectrica Injectada Dotacion,55.000,Envío a nivel nacional,Conoce los tiempos y las formas de envío,talla:,"talla:
Seleccione una opción
Al 100% le calzó como esperaba","Compra Protegida, recibe el producto que esperabas o te devolvemos tu dinero.",(99 disponibles),Hay stock disponible,,"970
ventas en los últimos 4 meses.","970
ventas en los últimos 4 meses.",,"970
ventas en los últimos 4 meses.","970
ventas en los últimos 4 meses.",9 opiniones,5,¿Qué quieres saber?,"Suba, Bogotá D.C.",100%,"Marca
Workeando
Modelo
Wk01",Género Hombre,"DESCRIPCIÓN

- Botas de seguridad bajo la Norma NTC ISO20345
- Calzado eléctricamente aislante (dieléctrico)

- CAPELLADA: Corte elaborado en cuero Mocasín, cuero semi graso, calibre 1,8 -2,0 mm.
- SUELA: Poliuretano (PU), Liviana, confortable, caracterizada por ser Resistente a Hidrocarburos (R.H.) y Dieléctrica (D.E.)
- PUNTERA DE SEGURIDAD: Plástica, Dieléctrica y extra liviana, resistente al impacto noma EN 12568
- FORROS: Capellada: tela no tejida en fibra de poliéster 2 mm. Protege el pie del contacto con la puntera, Lateral: tela poliéster con espuma de 5 mm. Proporciona confort.
- OJALETES: Plástico con arandela, diámetro interno 3/16""
- CORDONES: Poliéster, trenzado redondo con puntera de acetano. Longitud 1,00 mm.
- COSTURAS: Hilo continuo de nylon de alta tenacidad, No. 20, excelente recuperación elástica, resistente a la humedad y a la abrasión. Resistencia 8900 cN. 1cN (CENTINIWTON)= 1,02 Gramos fuerza.
- PLANTILLA: Lamina EVA de 2 mm bondeada con tela poliéster.
- ALTURA: 4,5 +/- 1/4 pulgadas.
- PESO PROMEDIO: 960 gramos por par

Puede llegar en cualquiera de los dos colores de suela, negro o negro gris

Descuentos para distribuidores y mayoristas

RECUERDA: Te ofrecemos mercado envíos y si son compras mayores a $70000 son sin costo, la opción También se puede retirar en persona aplica únicamente para BOGOTÁ.

Las prendas modificadas, (Corte, costuras, bordados o estampados) PIERDEN LA GARANTÍA


Las fotos son referencia. En caso de necesitar factura se expide cuenta de cobro en mercado libre somos régimen simplificado."
28,Botas Para Hombre Jo Chelsea Negro En Cuero - Outletshop,145.000,Envío gratis a nivel nacional,Conoce los tiempos y las formas de envío,talla:,"talla:
37
39
41
42
Guía de tallas
Al 83% le calzó como esperaba","Compra Protegida, recibe el producto que esperabas o te devolvemos tu dinero.",(10 disponibles),Hay stock disponible,,"353
ventas en los últimos 4 meses.","353
ventas en los últimos 4 meses.",,"353
ventas en los últimos 4 meses.","353
ventas en los últimos 4 meses.",8 opiniones,4,¿Qué quieres saber?,"Puente Aranda, Bogotá D.C.",83%,"Marca
Outlet Shop
Modelo
Jo Chelsea negro",Género Hombre,"Botines 100% cuero carnaza color negro y suela de goma, hechos en Colombia. Nuestros productos nacen de la meta relacionada con la fabricación productos de uso cotidiano con calidad alta y a un precio asequible para toda la comunidad. Buscamos impactar a nuestros clientes, guiados por la calidad y comodidad de nuestros productos para generar una relación constante, de largo plazo y en los mejores términos. Trabajamos en equipo y estamos seguros que por cada impacto en nuestros clientes, crearemos una relación sincera y difícil de romper.

Tabla de medidas*:

23 cm -> 37
24 cm -> 38
25 cm -> 39
26 cm -> 40
27 cm -> 41
28 cm -> 42
29 cm -> 43

*Medidas tomadas desde el talón hasta el dedo gordo, sin zapatos."
29,"Botas Mujer,botines Mujer,moda,nueva Colección",74.900,Envío gratis a nivel nacional,Conoce los tiempos y las formas de envío,talla:,"talla:
35
36
37
38
39
40
Guía de tallas
Al 91% le calzó como esperaba","Compra Protegida, recibe el producto que esperabas o te devolvemos tu dinero.",(7 disponibles),Hay stock disponible,,"1396
ventas en los últimos 4 meses.","1396
ventas en los últimos 4 meses.",,"1396
ventas en los últimos 4 meses.","1396
ventas en los últimos 4 meses.",6 opiniones,5,¿Qué quieres saber?,"Cúcuta, Norte De Santander",91%,"Marca
Winner
Modelo
W~ 202",Género Hombre,"Bota casual
Tipo de Producto: Bota Mujer
Tipo de Punta: Redonda
Empeine: Moldeado
Tipo Ajuste: Cordón
Ocasión: Outdoor
Medida Caña: 7cm
Medida Collarín: 7cm
Material Externo: Textil/Sintético de alta calidad
Material Interno: Textil
Material Suela: Sintético
Origen: Producto Nacional 35 al 40
Tallaje: Numeración Colombiana"
30,"Botas Caucho Para Motociclistas,100% Impermeables Garantia",34.990,Envío a nivel nacional,Conoce los tiempos y las formas de envío,talla:,"talla:
37
38
39
40
41
42
Guía de tallas
Al 88% le calzó como esperaba","Compra Protegida, recibe el producto que esperabas o te devolvemos tu dinero.",(4863 disponibles),Hay stock disponible,,"1740
ventas en los últimos 4 años.","1740
ventas en los últimos 4 años.",,"1740
ventas en los últimos 4 años.","1740
ventas en los últimos 4 años.",78 opiniones,5,¿Qué quieres saber?,"Antonio Nariño, Bogotá D.C.",88%,"Género
Hombre",,"Cansado de llegar con los pies empapados con tanta lluvia? No esperes más!! Botas para Motociclistas, 100% Impermeables. Excelente DURABILIDADy CONFORTABILIDAD, PLANTILLA CONFORTABLE hechas de elastomero inyectado, pvc la suela y por dentro recubrimiento interno de poliester. 100% colombiano. Garantía de 3 meses. (38-42)

Esta es la medida de las botas por número
38/25.3cm -
39/26cm -
40/26.6 -
41/27.3 -
42/28.1.
Debe ser basado en la longitud de tu pie.

~COLORES DE LA SUELA, ROJO, AZUL NARANJA y VERDE.. TALLA Y COLOR LO CONFIRMAMOS POR INTERNO~


Las botas se pueden recoger en el barrio restrepo de 8-5:30 de L-V y los sabados de 8-1


VENTAS AL POR MAYOR!
RECUERDE QUE SU OFERTA ES UN COMPROMISO!
HAGA TODAS LAS PREGUNTAS QUE CONSIDERE NECESARIAS ANTES DE DARLE CLICK AL BOTON COMPRAR."
31,"Bota De Seguridad, Dotación Mujer Seguridad Punta Livianas",86.900,Envío gratis a nivel nacional,Conoce los tiempos y las formas de envío,talla:,"talla:
Seleccione una opción
Al 95% le calzó como esperaba","Compra Protegida, recibe el producto que esperabas o te devolvemos tu dinero.",(515 disponibles),Hay stock disponible,,"333
ventas en los últimos 4 meses.","333
ventas en los últimos 4 meses.",,"333
ventas en los últimos 4 meses.","333
ventas en los últimos 4 meses.",10 opiniones,4,¿Qué quieres saber?,"Santa Fe, Bogotá D.C.",95%,"Marca
GA.MA
Modelo
Dama",Género Mujer,"-------Bienvenido a gama dotaciones--------------
Disponible para despachar el mismo dia de compra
Garantía de Seriedad y Compromiso
Tu compra 100% segura con Mercadopago y despacho por Mercadoenvios
Respondemos sus preguntas en el menor tiempo
===============================================================
BOTA PARA DAMA PUNTA DE ACERO EN FIBRA DE VIDRIO NORMA NTC 2257
FORRO DE RAPIDO SECADO
CUELLO ERGONOMICO
ULTRALIVIANA
SUELA EN POLIURETANO
ANTIDESLIZANTE
DIELECTRICA
CUERO NOBU
LADY
CERTIFICADA
Resistente a hidrocarburos
TALLA 34-40"
32,Bdamc02 Bota Desierto Atacama Media Caña Negra,139.900,Envío gratis a nivel nacional,Conoce los tiempos y las formas de envío,talla:,"talla:
37
38
40
41
Al 93% le calzó como esperaba","Compra Protegida, recibe el producto que esperabas o te devolvemos tu dinero.",(15 disponibles),Hay stock disponible,,"330
ventas en los últimos 4 meses.","330
ventas en los últimos 4 meses.",,"330
ventas en los últimos 4 meses.","330
ventas en los últimos 4 meses.",23 opiniones,5,¿Qué quieres saber?,"Rafael Uribe Uribe, Bogotá D.C.",93%,"Marca
Desierto
Modelo
Atacama","Género Hombre
Tipo de calzado Botas
Estilo Militares
Tipo de caña Alta","Botas tipo desierto elaborada en cuero genuino, lona impermeable de alta durabilidad, suela liviana en caucho resistente y antideslizante, vulcanizadas, caña de 20 cm, acolchado interno térmico suave, cremallera lateral resistente, plantilla ortopédica."
33,"Combo,zapatos Casual Hombre,+,bolso Hombre,+,cartera Hombre,",123.900,Envío gratis a nivel nacional,Conoce los tiempos y las formas de envío,talla:,"talla:
Seleccione una opción
Guía de tallas","Compra Protegida, recibe el producto que esperabas o te devolvemos tu dinero.",(10 disponibles),Hay stock disponible,,"1396
ventas en los últimos 4 meses.","1396
ventas en los últimos 4 meses.",,"1396
ventas en los últimos 4 meses.","1396
ventas en los últimos 4 meses.",1 opinión,4,¿Qué quieres saber?,"Cúcuta, Norte De Santander",,"Marca
Clar
Modelo
casual clark",Género Hombre,"DETALLES DEL PRODUCTO

Combo de Zapatos casual ,+ Bolso tipo carriel,+ cartera para hombre
Tipo de Producto: zapato Casual hombre

Tipo de Punta: semi puntuda
Empeine: Moldeado
Tipo Ajuste: Cordón
Ocasión: Casual

Material Externo: Sintético Tipo Cuero de alta calidad , garantizado
Material Interno: Textil
Material Suela: Sintético TR
Origen: Producto Nacional
Tallaje: Numeración Colombiana 37 al 43

INFORMACIÓN
Sexo Masculino
Material exterior Sintético tipo Cuero de alta calidad ,garantizado
Material interior Textil

----------------------------------------------------------
Bolso para Hombre
Elaborado en materiales sintéticos de muy excelente calidad,con bolsillo exterior delantero,bolsillo en la parte dorsal , bolsillo en la parte interna

Cartera para hombre
Elaborado con materiales sintetico de alta calidad, cartera con compartimentos laterales y cierre en la parte delantera

Envíos gratis a nivel nacional
Fotos 100% reales"
34,Botas En Cuero Para Hombre - Glenn Sport Café - Outletshop-,145.000,Envío gratis a nivel nacional,Conoce los tiempos y las formas de envío,talla:,"talla:
37
38
39
41
42
43
Guía de tallas
Al 87% le calzó como esperaba","Compra Protegida, recibe el producto que esperabas o te devolvemos tu dinero.",(13 disponibles),Hay stock disponible,,"353
ventas en los últimos 4 meses.","353
ventas en los últimos 4 meses.",,"353
ventas en los últimos 4 meses.","353
ventas en los últimos 4 meses.",13 opiniones,4,¿Qué quieres saber?,"Puente Aranda, Bogotá D.C.",87%,"Marca
Outlet Shop
Modelo
Sport café",Género Hombre,"Botines 100% cuero, combinación entre liso y nobuk color café y suela de goma, hechos en Colombia. Nuestros productos nacen de la meta relacionada con la fabricación productos de uso cotidiano con calidad alta y a un precio asequible para toda la comunidad. Buscamos impactar a nuestros clientes, guiados por la calidad y comodidad de nuestros productos para generar una relación constante, de largo plazo y en los mejores términos. Trabajamos en equipo y estamos seguros que por cada impacto en nuestros clientes, crearemos una relación sincera y difícil de romper.

Tabla de medidas*:

23 cm -> 37
24 cm -> 38
25 cm -> 39
26 cm -> 40
27 cm -> 41
28 cm -> 42
29 cm -> 43

*Medidas tomadas desde el talón hasta el dedo gordo, sin zapatos."
35,Bota Dotacion Cuero Seguridad Puntera De Acero,39.000,Envío a nivel nacional,Conoce los tiempos y las formas de envío,talla:,"talla:
Seleccione una opción","Compra Protegida, recibe el producto que esperabas o te devolvemos tu dinero.",(353 disponibles),Hay stock disponible,,"970
ventas en los últimos 4 meses.","970
ventas en los últimos 4 meses.",,"970
ventas en los últimos 4 meses.","970
ventas en los últimos 4 meses.",2 opiniones,4,¿Qué quieres saber?,"Suba, Bogotá D.C.",,"Género
Hombre",,"CARACTERÍSTICAS DEL CALZADO
COLOR: Negra
TALLAS: 36 al 43

VIDA UTIL: Seis (6) meses de Almacenamiento y/o Uso, en el ambiente de trabajo para el cual fue diseñado el calzado.


Descuentos para distribuidores y mayoristas

RECUERDA: Te ofrecemos mercado envíos y si son compras mayores a $70000 son sin costo, la opción También se puede retirar en persona aplica únicamente para BOGOTÁ.

Las prendas modificadas, (Corte, costuras, bordados o estampados) PIERDEN LA GARANTÍA

Las fotos son referencia. En caso de necesitar factura se expide cuenta de cobro en mercado libre somos régimen simplificado."
36,"Botines Para Dama Taches, Puntera En Cuero",93.600,Envío gratis a nivel nacional,Conoce los tiempos y las formas de envío,talla:,"talla:
Seleccione una opción
Guía de tallas
Al 100% le calzó como esperaba","Compra Protegida, recibe el producto que esperabas o te devolvemos tu dinero.",(15 disponibles),Hay stock disponible,,"124
ventas en los últimos 4 meses.","124
ventas en los últimos 4 meses.",,"124
ventas en los últimos 4 meses.","124
ventas en los últimos 4 meses.",3 opiniones,5,¿Qué quieres saber?,"Ciudad Bolivar, Bogotá D.C.",100%,"Marca
Jhonalje
Modelo
527","Género Mujer
Tipo de calzado Botas
Tipo de caña Baja
Temporada de lanzamiento Primavera-verano","- Botines con puntera en cuero con apliques de taches.
- Altura 5 1/2 también disponibilidad en 7 1/2
- Tallas desde la 34 hasta la 40
- Garantía de 60 días por fabrica
- Suela en caucho de alta resistencia
- realiza las preguntas que quieras, con gusto las respondemos! Somos Fabricantes!!

IMPORTANTE:
1. -ANTES DE REALIZAR LA COMPRA ACLARAR TODAS LAS DUDAS EN CUANTO A TALLAS,COLORES,MATERIALES, ETC,
2. - PARA CONOCER A CERCA DE LAS TALLAS TENEMOS UNA GUÍA DE TALLAS EN LA CUAL SE PUEDEN REFERENCIAR PARA REALIZAR SU PEDIDO.
3. - SI SE NECESITA REALIZAR UN CAMBIO POR NÚMERO SE DEBE INFORMAR EL MISMO DÍA EN EL CUAL SE RECIBE EL PRODUCTO, SE DEBE TENER EN CUENTA QUE EL COMPRADOR ASUMIRÁ LOS COSTOS LOGÍSTICOS QUE SE GENEREN POR EL CAMBIO.

- ESTAREMOS ATENTOS A CUALQUIER DUDA O SOLICITUD, GRACIAS POR SU
COMPRESIÓN."
